Gender,Religious Affiliation,Visa Type,Nation of Birth,Nation of Citizenship,Residence Hall/Commuter,# Prev Terms in Res Hall,Current Time Status,Level,Class,Student Type,Program,Outcome,majr,GPA (Inst),GPA Credits (Inst),New/Returning
Male,Decline to Respond,H1,Canada,Canada,Commuter,0,Half-Time,Graduate,GR - Graduate Student,New First Time Student,(ET_GR_MS) MS - Engineering & Tech. Mgmt.,MS - Master of Science,(MSMF) Manufacturing Engineering,,0,New
Male,Decline to Respond,H1,India,India,Commuter,0,Half-Time,Graduate,GR - Graduate Student,New First Time Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,,0,New
Male,Decline to Respond,H1,India,India,Commuter,0,Full-Time,Graduate,GR - Graduate Student,New First Time Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,,0,New
Male,Decline to Respond,H1,China,China,Commuter,0,Full-Time,Graduate,GR - Graduate Student,New First Time Student,(BU_BA_MS) MS - Business Analytics,MS - Master of Science,(BUAT) Business Analytics,,0,New
Male,Decline to Respond,H1,India,India,Commuter,0,Full-Time,Graduate,GR - Graduate Student,New First Time Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,,0,New
Female,Decline to Respond,H4,India,India,Commuter,0,Half-Time,Graduate,GR - Graduate Student,New First Time Student,(BU_GR_CER) CERT -  Graduate Business,CER - Post-Baccalaureate Certificate,(BUAT) Business Analytics,,0,New
Female,Decline to Respond,H4,India,India,Commuter,0,Half-Time,Graduate,GR - Graduate Student,New First Time Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,,0,New
Female,Decline to Respond,H4,India,India,Commuter,0,Full-Time,Graduate,GR - Graduate Student,New First Time Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,,0,New
Female,Decline to Respond,H4,India,India,Commuter,0,Full-Time,Graduate,GR - Graduate Student,New First Time Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,,0,New
Female,Decline to Respond,H4,Ukraine,Ukraine,Commuter,0,Full-Time,Graduate,GR - Graduate Student,New First Time Student,(BU_BA_MS) MS - Business Analytics,MS - Master of Science,(BUAT) Business Analytics,,0,New
Female,Decline to Respond,H4,India,India,Commuter,0,Full-Time,Graduate,GR - Graduate Student,New First Time Student,(BU_PT_MBA) MBA - Part-Time MBA,MBA - Master-Business Administration,(PTMB) Business Administration,,0,New
Female,Decline to Respond,H4,India,India,Commuter,0,Full-Time,Graduate,GR - Graduate Student,New First Time Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,,0,New
Female,Decline to Respond,J1,Germany,Germany,Morrison Residence Hall,0,Full-Time,Graduate,GR - Graduate Student,Exchange,(ED_GR_NDO) Non-Degree - Graduate Ed.,NDO - No Degree Offered,(NDND) Non-Degree,,0,New
Female,Decline to Respond,J1,Germany,Germany,Morrison Residence Hall,0,Full-Time,Graduate,GR - Graduate Student,Exchange,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,,0,New
Female,,J1,Czech Republic,Czech Republic,Morrison Residence Hall,0,Full-Time,Undergraduate,FR - UG Freshman,Exchange,(AS_UN_NDO) Undeclared Non-Degree UG,NDO - No Degree Offered,(NDND) Non-Degree,,0,New
Female,,J1,Australia,Australia,Morrison Residence Hall,0,Full-Time,Undergraduate,FR - UG Freshman,Exchange,(AS_UN_NDO) Undeclared Non-Degree UG,NDO - No Degree Offered,(NDND) Non-Degree,,0,New
Female,,J1,Hungary,Hungary,2175 Grand Residence,0,Full-Time,Graduate,L1 - Law Year 1,Exchange,(LW_GR_JD) JD - School of Law,JD - Juris Doctor,(LAWS) Law,,0,New
Male,Decline to Respond,J1,Germany,Germany,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Exchange,(BU_PT_MBA) MBA - Part-Time MBA,MBA - Master-Business Administration,(PTMB) Business Administration,,0,New
Female,,J1,"Taiwan, Republic of China","Taiwan, Republic of China",Morrison Residence Hall,0,Full-Time,Undergraduate,FR - UG Freshman,Exchange,(AS_UN_NDO) Undeclared Non-Degree UG,NDO - No Degree Offered,(NDND) Non-Degree,,0,New
Male,,J1,"Taiwan, Republic of China","Taiwan, Republic of China",Morrison Residence Hall,0,Full-Time,Undergraduate,FR - UG Freshman,Exchange,(AS_UN_NDO) Undeclared Non-Degree UG,NDO - No Degree Offered,(NDND) Non-Degree,,0,New
Female,,J1,Czech Republic,Czech Republic,Morrison Residence Hall,0,Full-Time,Undergraduate,FR - UG Freshman,Exchange,(AS_UN_NDO) Undeclared Non-Degree UG,NDO - No Degree Offered,(NDND) Non-Degree,,0,New
Male,,JN,France,France,Morrison Residence Hall,0,No hours,Undergraduate,FR - UG Freshman,Fulbright,(AS_UN_NDO) Undeclared Non-Degree UG,NDO - No Degree Offered,(NDND) Non-Degree,,0,New
Female,,JN,Spain,Spain,Morrison Residence Hall,0,No hours,Undergraduate,FR - UG Freshman,Fulbright,(AS_UN_NDO) Undeclared Non-Degree UG,NDO - No Degree Offered,(NDND) Non-Degree,,0,New
Male,,JN,Argentina,Argentina,Morrison Residence Hall,0,No hours,Undergraduate,FR - UG Freshman,Fulbright,(AS_UN_NDO) Undeclared Non-Degree UG,NDO - No Degree Offered,(NDND) Non-Degree,,0,New
Female,,JN,Italy,Italy,Morrison Residence Hall,0,No hours,Undergraduate,FR - UG Freshman,Fulbright,(AS_UN_NDO) Undeclared Non-Degree UG,NDO - No Degree Offered,(NDND) Non-Degree,,0,New
Female,Roman Catholic,L2,United Kingdom,Italy,John Paul II Residence Hall,0,Full-Time,Undergraduate,FR - UG Freshman,New First Time Student,(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(BUHR) Bus Admin - Human Resc Mgmt,,0,New
Male,Decline to Respond,TD,China,Canada,Commuter,0,Full-Time,Graduate,GR - Graduate Student,New First Time Student,(ET_GR_MS) MS - Engineering & Tech. Mgmt.,MS - Master of Science,(MSYE) Systems Engineering,,0,New
Male,,F1,India,India,Morrison Residence Hall,4,Full-Time,Undergraduate,FR - UG Freshman,Former Student (non-Vet),(AS_UN_BSME) Undeclared BSME,BSME - BS in Mechanical Engineering,(EGM1) Mechanical Engineering,1.39,42,Returning
Male,,F1,Pakistan,Pakistan,Commuter,3,Full-Time,Undergraduate,SO - UG Sophomore,Former Student (non-Vet),(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(BUFI) Bus Admin - Financial Mgmt,1.54,60,Returning
Male,Hindu,F1,Bangladesh,Bangladesh,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,1.56,9,Returning
Female,,F1,India,India,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSIT) Information Technology,1.76,9,Returning
Male,,F1,China,China,Commuter,0,Full-Time,Undergraduate,SO - UG Sophomore,Continuing Student,(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(CSIC) Information Systems (IS),1.84,44,Returning
Male,Muslim,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(ET_UG_BSME) Declared BSME Coll of Eng,BSME - BS in Mechanical Engineering,(EGM1) Mechanical Engineering,1.91,95,Returning
Male,Other Christian,F1,Uganda,Uganda,Commuter,11,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSSE) Software Engineering,1.92,12,Returning
Male,Decline to Respond,F1,China,China,Commuter,0,Full-Time,Undergraduate,SO - UG Sophomore,Former Student (non-Vet),(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(ECON) Economics,1.95,64,Returning
Female,Roman Catholic,F1,Viet Nam,Viet Nam,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,2,3,Returning
Male,No Religious Affiliation,F1,China,China,Commuter,0,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(AS_UG_BA) Declared BA Arts & Sci,BA - Bachelor of Arts,(ECON) Economics,2.02,37,Returning
Male,,F1,China,China,Morrison Residence Hall,4,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(BU_UG_BA) Declared BA Coll of Bus,BA - Bachelor of Arts,(BUGB) Bus Admin - Gen Business Mgmt,2.02,48,Returning
Male,Decline to Respond,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(ET_UG_BSEE) Declared BSEE Coll of Eng,BSEE - BS in Electrical Engineering,(EEE1) Electrical Engineering,2.06,36,Returning
Male,Muslim,F1,India,India,Commuter,2,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(BU_UG_BA) Declared BA Coll of Bus,BA - Bachelor of Arts,(BUMK) Bus Admin - Marketing Mgmt,2.14,96,Returning
Male,,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(BU_UG_BA) Declared BA Coll of Bus,BA - Bachelor of Arts,(BUMK) Bus Admin - Marketing Mgmt,2.16,100,Returning
Male,,F1,Iraq,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(BUOP) Bus Admin - Operations Mgmt,2.23,52,Returning
Female,,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(AS_UG_BA) Declared BA Arts & Sci,BA - Bachelor of Arts,(PHLS) Public Health Studies,2.24,52,Returning
Female,,F1,China,China,Commuter,4,Full-Time,Undergraduate,SO - UG Sophomore,Former Student (non-Vet),(BU_UG_BA) Declared BA Coll of Bus,BA - Bachelor of Arts,(BUAC) Bus Admin - Accounting,2.27,56,Returning
Male,,F1,China,China,Commuter,0,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(AS_UG_BA) Declared BA Arts & Sci,BA - Bachelor of Arts,(MTHA) Mathematics (Applied Track),2.31,100,Returning
Male,No Religious Affiliation,F1,Norway,Norway,Commuter,4,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(AS_UG_BA) Declared BA Arts & Sci,BA - Bachelor of Arts,(PSYC) Psychology,2.31,72,Returning
Female,Lutheran (non-ELCA),F1,"Tanzania, United Republic of","Tanzania, United Republic of",Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,2.33,9,Returning
Male,,F1,Japan,Japan,Commuter,0,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(AS_UG_BS) Declared BS Arts & Sci,BS - Bachelor of Science,(CSBS) Computer Science (BS),2.35,72,Returning
Female,,F1,China,China,Commuter,0,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(BU_UG_BA) Declared BA Coll of Bus,BA - Bachelor of Arts,(BUGB) Bus Admin - Gen Business Mgmt,2.36,88,Returning
Male,Other Christian,F1,Nigeria,Nigeria,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSIT) Information Technology,2.38,18,Returning
Male,Muslim,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(AS_UG_BS) Declared BS Arts & Sci,BS - Bachelor of Science,(EXSC) Exercise Science,2.39,92,Returning
Male,,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(BU_UG_BA) Declared BA Coll of Bus,BA - Bachelor of Arts,(BUOP) Bus Admin - Operations Mgmt,2.4,60,Returning
Male,Hindu,F1,India,India,Morrison Residence Hall,7,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(ET_UG_BSCE) Declared BSCVE Coll ENG,BSCVE - BS Civil Engineering,(CENG) Civil Engineering,2.48,94,Returning
Male,,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(AS_UN_BSEE) Undeclared BSEE,BSEE - BS in Electrical Engineering,(EEE1) Electrical Engineering,2.51,73,Returning
Female,,F1,China,China,Commuter,0,Half-Time,Undergraduate,SR - UG Senior,Continuing Student,(BU_UG_BA) Declared BA Coll of Bus,BA - Bachelor of Arts,(BUFI) Bus Admin - Financial Mgmt,2.52,128,Returning
Male,,F1,India,India,Morrison Residence Hall,4,Full-Time,Undergraduate,SO - UG Sophomore,Continuing Student,(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(CSIA) Computer Science,2.52,52,Returning
Male,,F1,Saudi Arabia,Saudi Arabia,Commuter,2,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(AS_UG_BS) Declared BS Arts & Sci,BS - Bachelor of Science,(BCH1) Biochemistry,2.52,108,Returning
Male,Muslim,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(BU_UG_BA) Declared BA Coll of Bus,BA - Bachelor of Arts,(BUOP) Bus Admin - Operations Mgmt,2.53,100,Returning
Male,,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,SO - UG Sophomore,Continuing Student,(AS_UN_BSEE) Undeclared BSEE,BSEE - BS in Electrical Engineering,(EEE1) Electrical Engineering,2.54,45,Returning
Male,Muslim,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(ET_GR_MS) MS - Engineering & Tech. Mgmt.,MS - Master of Science,(MSEE) Electrical Engineering,2.55,18,Returning
Male,,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(BU_UG_BA) Declared BA Coll of Bus,BA - Bachelor of Arts,(BUMK) Bus Admin - Marketing Mgmt,2.55,104,Returning
Male,,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(AS_UG_BA) Declared BA Arts & Sci,BA - Bachelor of Arts,(CJJO) COJO Journalism,2.56,72,Returning
Male,Muslim,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(ET_UG_BSME) Declared BSME Coll of Eng,BSME - BS in Mechanical Engineering,(EGM1) Mechanical Engineering,2.56,60,Returning
Female,,F1,Colombia,Colombia,Commuter,0,Full-Time,Graduate,L3 - Law Year 3,Continuing Student,(LW_GR_JD) JD - School of Law,JD - Juris Doctor,(LAWS) Law,2.57,31,Returning
Male,,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(AS_UN_BSEE) Undeclared BSEE,BSEE - BS in Electrical Engineering,(EEE1) Electrical Engineering,2.57,61,Returning
Male,,F1,China,China,Commuter,0,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(BU_UG_BA) Declared BA Coll of Bus,BA - Bachelor of Arts,(BUMK) Bus Admin - Marketing Mgmt,2.59,68,Returning
Female,Roman Catholic,F1,Viet Nam,Viet Nam,Morrison Residence Hall,4,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(AS_UG_BS) Declared BS Arts & Sci,BS - Bachelor of Science,(CHE1) Chemistry (ACS Certified),2.6,44,Returning
Male,,F1,China,China,Morrison Residence Hall,5,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(BU_UG_BA) Declared BA Coll of Bus,BA - Bachelor of Arts,(BUAC) Bus Admin - Accounting,2.6,62,Returning
Male,,F1,China,China,Commuter,0,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(ET_UG_BSEE) Declared BSEE Coll of Eng,BSEE - BS in Electrical Engineering,(EEE1) Electrical Engineering,2.61,77,Returning
Male,,F1,Bangladesh,Bangladesh,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_CER) Cert - Software Engineering,CER - Post-Baccalaureate Certificate,(BGDT) Big Data,2.62,15,Returning
Female,Muslim,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(BU_UG_BA) Declared BA Coll of Bus,BA - Bachelor of Arts,(BUAC) Bus Admin - Accounting,2.62,96,Returning
Male,Baptist,F1,Canada,Canada,Commuter,2,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(BU_UG_BA) Declared BA Coll of Bus,BA - Bachelor of Arts,(BULM) Bus Admin - Leadership& Mgmt,2.62,84,Returning
Male,,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(ET_UG_BSME) Declared BSME Coll of Eng,BSME - BS in Mechanical Engineering,(EGM1) Mechanical Engineering,2.62,116,Returning
Female,Buddhist,F1,Mongolia,Mongolia,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_BA_MS) MS - Business Analytics,MS - Master of Science,(BUAT) Business Analytics,2.63,27,Returning
Male,Other Christian,F1,Uganda,Uganda,2175 Grand Residence,6,Full-Time,Undergraduate,SO - UG Sophomore,Continuing Student,(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(CSIA) Computer Science,2.64,44,Returning
Male,Hindu,F1,India,India,Commuter,2,Full-Time,Undergraduate,FR - UG Freshman,Continuing Student,(AS_UN_BSCPE) Undeclared BSCPE,BSCPE - BS in Computer Engineering,(COEN) Computer Engineering,2.67,25,Returning
Male,Other Christian,F1,Swaziland,Swaziland,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_BA_MS) MS - Business Analytics,MS - Master of Science,(BUAT) Business Analytics,2.68,15,Returning
Male,,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(ET_UG_BSME) Declared BSME Coll of Eng,BSME - BS in Mechanical Engineering,(EGM1) Mechanical Engineering,2.68,99,Returning
Male,,F1,Egypt,Egypt,Commuter,4,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(AS_UG_BS) Declared BS Arts & Sci,BS - Bachelor of Science,(CSBS) Computer Science (BS),2.68,64,Returning
Male,,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,JR - UG Junior,Former Student (non-Vet),(ET_UG_BSME) Declared BSME Coll of Eng,BSME - BS in Mechanical Engineering,(EGM1) Mechanical Engineering,2.68,53,Returning
Female,No Religious Affiliation,F1,China,China,Commuter,0,Full-Time,Undergraduate,SO - UG Sophomore,Continuing Student,(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(BIOL) Biology,2.7,56,Returning
Male,,F1,China,China,Commuter,0,Full-Time,Undergraduate,SO - UG Sophomore,Continuing Student,(BU_UG_BA) Declared BA Coll of Bus,BA - Bachelor of Arts,(BUMK) Bus Admin - Marketing Mgmt,2.7,52,Returning
Female,Muslim,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(AS_UG_BA) Declared BA Arts & Sci,BA - Bachelor of Arts,(CJCM) COJO Creative Multimedia,2.7,84,Returning
Female,,F1,Viet Nam,Viet Nam,Commuter,0,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(BU_UG_BA) Declared BA Coll of Bus,BA - Bachelor of Arts,(BUMK) Bus Admin - Marketing Mgmt,2.78,60,Returning
Female,,F1,China,China,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(ED_TE_MA) MA - Teacher Ed.,MA - Master of Arts,(TPEL) Teacher Preparation-Elem K-6,2.82,33,Returning
Male,Lutheran (ELCA),F1,Brazil,Brazil,Commuter,0,Full-Time,Undergraduate,FR - UG Freshman,Continuing Student,(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(BUIB) Bus Admin - Intl Business,2.82,25,Returning
Male,,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(ET_UG_BSEE) Declared BSEE Coll of Eng,BSEE - BS in Electrical Engineering,(EEE1) Electrical Engineering,2.84,128,Returning
Male,Muslim,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(AS_UN_BSME) Undeclared BSME,BSME - BS in Mechanical Engineering,(EGM1) Mechanical Engineering,2.84,83,Returning
Male,,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(ET_UG_BSME) Declared BSME Coll of Eng,BSME - BS in Mechanical Engineering,(EGM1) Mechanical Engineering,2.87,108,Returning
Male,Muslim,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(AS_UG_BS) Declared BS Arts & Sci,BS - Bachelor of Science,(EXSC) Exercise Science,2.88,94,Returning
Male,No Religious Affiliation,F1,China,China,Commuter,0,Full-Time,Undergraduate,FR - UG Freshman,Continuing Student,(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(MUBA) Music - Business,2.88,24,Returning
Female,Hindu,F1,India,India,Morrison Residence Hall,3,Full-Time,Undergraduate,SO - UG Sophomore,Continuing Student,(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(COJO) Communication and Journalism,2.88,40,Returning
Male,Decline to Respond,F1,Nepal,Nepal,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSSE) Software Engineering,2.89,36,Returning
Male,,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Half-Time,Undergraduate,SR - UG Senior,Continuing Student,(AS_UG_BA) Declared BA Arts & Sci,BA - Bachelor of Arts,(COJO) Communication and Journalism,2.89,124,Returning
Male,Decline to Respond,F1,"Korea, Republic of","Korea, Republic of",Commuter,0,Full-Time,Graduate,GR - Graduate Student,Former Student (non-Vet),(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,2.9,42,Returning
Male,Roman Catholic,F1,Netherlands,Colombia,Morrison Residence Hall,2,Full-Time,Undergraduate,SO - UG Sophomore,Continuing Student,(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(BUEN) Bus Admin - Entrepreneurship,2.9,32,Returning
Female,Roman Catholic,F1,Cote d'Ivoire,Cote d'Ivoire,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_BA_MS) MS - Business Analytics,MS - Master of Science,(BUAT) Business Analytics,2.91,21,Returning
Male,,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(ET_UG_BSEE) Declared BSEE Coll of Eng,BSEE - BS in Electrical Engineering,(EEE1) Electrical Engineering,2.93,123,Returning
Female,Other Christian,F1,Papua New Guinea,Madagascar,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_FT_MBA) Full-Time MBA,MBA - Master-Business Administration,(FTMB) Business Administration,2.93,36.5,Returning
Male,Muslim,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(BU_UG_BA) Declared BA Coll of Bus,BA - Bachelor of Arts,(BUOP) Bus Admin - Operations Mgmt,2.93,116,Returning
Female,No Religious Affiliation,F1,Ukraine,Ukraine,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_BA_MS) MS - Business Analytics,MS - Master of Science,(BUAT) Business Analytics,2.95,18,Returning
Female,Roman Catholic,F1,Uganda,Uganda,Commuter,0,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(AS_UN_BS) Undeclared BS,BS - Bachelor of Science,(XESC) Environmental Science,2.95,68,Returning
Female,Muslim,F1,Kenya,Kenya,Commuter,0,Full-Time,Undergraduate,SO - UG Sophomore,Continuing Student,(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(BULS) Bus Adm - Legal Studies in Bus,2.95,28,Returning
Female,,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(AS_UG_BS) Declared BS Arts & Sci,BS - Bachelor of Science,(PHLS) Public Health Studies,2.97,30,Returning
Male,,F1,Viet Nam,Viet Nam,Morrison Residence Hall,9,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(BU_UG_BA) Declared BA Coll of Bus,BA - Bachelor of Arts,(BUFI) Bus Admin - Financial Mgmt,2.98,116,Returning
Male,Decline to Respond,F1,Cote d'Ivoire,Cote d'Ivoire,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,3,12,Returning
Male,,F1,Guinea,Guinea,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSSE) Software Engineering,3,12,Returning
Female,No Religious Affiliation,F1,"Korea, Republic of","Korea, Republic of",Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,3,3,Returning
Male,Methodist,F1,Zimbabwe,Zimbabwe,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_BA_MS) MS - Business Analytics,MS - Master of Science,(BUAT) Business Analytics,3,3,Returning
Female,Other Christian,F1,Zimbabwe,Zimbabwe,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_BA_MS) MS - Business Analytics,MS - Master of Science,(BUAT) Business Analytics,3,15,Returning
Male,Muslim,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,SO - UG Sophomore,Continuing Student,(AS_UN_BS) Undeclared BS,BS - Bachelor of Science,(CSBS) Computer Science (BS),3,12,Returning
Male,Roman Catholic,F1,China,China,Morrison Residence Hall,1,Full-Time,Undergraduate,SO - UG Sophomore,Continuing Student,(BU_UG_BA) Declared BA Coll of Bus,BA - Bachelor of Arts,(BUFI) Bus Admin - Financial Mgmt,3,28,Returning
Male,,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(AS_UG_BA) Declared BA Arts & Sci,BA - Bachelor of Arts,(CSIC) Information Systems (IS),3.01,68,Returning
Female,Muslim,F1,Kenya,Kenya,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_BA_MS) MS - Business Analytics,MS - Master of Science,(BUAT) Business Analytics,3.02,10.5,Returning
Male,,F1,Bahrain,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(ET_UG_BSEE) Declared BSEE Coll of Eng,BSEE - BS in Electrical Engineering,(EEE1) Electrical Engineering,3.02,120,Returning
Male,Chinese Religions,F1,China,China,Commuter,0,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(BU_UG_BA) Declared BA Coll of Bus,BA - Bachelor of Arts,(BUHR) Bus Admin - Human Resc Mgmt,3.02,92,Returning
Female,Lutheran (non-ELCA),F1,Sweden,Norway,Commuter,2,Full-Time,Undergraduate,SR - UG Senior,Former Student (non-Vet),(BU_UG_BA) Declared BA Coll of Bus,BA - Bachelor of Arts,(BUFI) Bus Admin - Financial Mgmt,3.04,68,Returning
Female,No Religious Affiliation,F1,China,China,Morrison Residence Hall,3,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(AS_UG_BA) Declared BA Arts & Sci,BA - Bachelor of Arts,(MTHP) Mathematics (Pure Track),3.04,100,Returning
